4.139123,0.147038,0.7,0.7
3.962205,0.176664,0.7,0.7
4.220885,0.188464,0.7,0.7
4.89498,0.161391,0.7,0.7
4.794931,0.14042,0.7,0.7
4.595258,0.13074,0.7,0.7
5.427435,0.1055,0.7,0.7
5.09677,0.100458,0.7,0.7
5.358924,0.107078,0.7,0.7
5.644162,0.118424,0.7,0.7
5.988155,0.170051,0.7,0.7
6.452303,0.203738,0.7,0.7
6.751085,0.222131,0.7,0.7
7.221155,0.243716,0.7,0.7
7.454676,0.319427,0.7,0.7
7.892166,0.358796,0.7,0.7
8.219645,0.531013,0.7,0.7
8.313628,0.869644,0.7,0.7
8.368696,1.262912,0.7,0.7
8.414223,1.641852,0.7,0.7
8.419499,2.033985,0.7,0.7
8.384147,2.534443,0.7,0.7
8.431918,2.934083,0.7,0.7
8.398304,3.327799,0.7,0.7
8.378893,3.735584,0.7,0.7
8.312778,4.141541,0.7,0.7
8.332696,4.599964,0.7,0.7
8.345339,4.959948,0.7,0.7
8.342229,5.368213,0.7,0.7
8.351667,5.760548,0.7,0.7
8.329172,6.131515,0.7,0.7
8.337558,6.515265,0.7,0.7
8.352206,6.971952,0.7,0.7
8.353936,7.339883,0.7,0.7
8.390754,7.715076,0.7,0.7
8.325213,7.966063,0.7,0.7
8.305255,8.463771,0.7,0.7
8.084264,8.76633,0.7,0.7
7.755018,8.916476,0.7,0.7
7.338706,8.989384,0.7,0.7
6.953101,9.020754,0.7,0.7
6.414997,9.014849,0.7,0.7
6.203357,9.01123,0.7,0.7
5.571457,9.007202,0.7,0.7
5.480926,9.011831,0.7,0.7
5.112438,8.990239,0.7,0.7
4.581683,8.993935,0.7,0.7
4.148988,8.991514,0.7,0.7
3.603666,8.954212,0.7,0.7
3.238044,8.982634,0.7,0.7
2.957757,8.976184,0.7,0.7
2.512346,8.992626,0.7,0.7
2.106527,8.966773,0.7,0.7
1.736307,8.94317,0.7,0.7
1.319053,8.930127,0.7,0.7
0.852119,8.930796,0.7,0.7
0.448241,8.89424,0.7,0.7
0.181814,8.89784,0.7,0.7
-0.210692,8.898865,0.7,0.7
-0.838341,8.907048,0.7,0.7
-1.332211,8.89545,0.7,0.7
-1.695705,8.90747,0.7,0.7
-1.989826,8.903129,0.7,0.7
-2.919958,8.897218,0.7,0.7
-2.946124,8.909292,0.7,0.7
-3.100632,8.900954,0.7,0.7
-3.109799,8.878006,0.7,0.7
-3.662415,8.890916,0.7,0.7
-4.489343,8.908525,0.7,0.7
-4.682885,8.898897,0.7,0.7
-4.641439,8.889301,0.7,0.7
-4.540089,8.889223,0.7,0.7
-5.778797,8.880658,0.7,0.7
-6.28836,8.871232,0.7,0.7
-6.69222,8.883704,0.7,0.7
-7.059101,8.88881,0.7,0.7
-7.473839,8.886412,0.7,0.7
-7.845403,8.881567,0.7,0.7
-8.207663,8.879517,0.7,0.7
-8.633445,8.890933,0.7,0.7
-9.063384,8.895627,0.7,0.7
-9.432112,8.855818,0.7,0.7
-9.779217,8.843374,0.7,0.7
-10.333997,8.845144,0.7,0.7
-10.733429,8.810712,0.7,0.7
-11.100801,8.772171,0.7,0.7
-11.521082,8.781163,0.7,0.7
-11.889917,8.786285,0.7,0.7
-12.344462,8.805971,0.7,0.7
-12.706396,8.814149,0.7,0.7
-13.098585,8.811973,0.7,0.7
-13.487537,8.85109,0.7,0.7
-13.86683,8.87494,0.7,0.7
-14.235,8.767996,0.7,0.7
-14.579756,8.637733,0.7,0.7
-14.855221,8.330989,0.7,0.7
-14.982826,7.867067,0.7,0.7
-15.046602,7.420977,0.7,0.7
-15.002232,7.054146,0.7,0.7
-15.028327,6.66039,0.7,0.7
-15.020293,6.208549,0.7,0.7
-15.023893,5.826726,0.7,0.7
-15.005897,5.429937,0.7,0.7
-15.026577,5.031712,0.7,0.7
-15.001136,4.676823,0.7,0.7
-15.049123,4.299777,0.7,0.7
-15.014204,3.934855,0.7,0.7
-15.029669,3.547,0.7,0.7
-15.022655,3.158595,0.7,0.7
-15.038289,2.636902,0.7,0.7
-15.059367,2.244422,0.7,0.7
-15.02886,1.841839,0.7,0.7
-15.027961,1.435438,0.7,0.7
-15.036724,1.021647,0.7,0.7
-14.951056,0.737373,0.7,0.7
-14.755603,0.310324,0.7,0.7
-14.404738,0.096465,0.7,0.7
-13.989297,0.102311,0.7,0.7
-13.577414,0.132168,0.7,0.7
-12.892764,0.112527,0.7,0.7
-12.528203,0.114909,0.7,0.7
-12.280309,0.135234,0.7,0.7
-11.858469,0.123647,0.7,0.7
-11.606989,0.105877,0.7,0.7
-10.986715,0.121004,0.7,0.7
-11.070625,0.148945,0.7,0.7
-10.598273,0.131853,0.7,0.7
-9.970822,0.118572,0.7,0.7
-9.589622,0.100444,0.7,0.7
-9.044683,0.084594,0.7,0.7
-8.624428,0.067349,0.7,0.7
-8.166111,0.048049,0.7,0.7
-7.83942,0.074615,0.7,0.7
-7.283521,0.080026,0.7,0.7
-7.547593,0.099438,0.7,0.7
-6.975807,0.09282,0.7,0.7
-6.100627,0.068321,0.7,0.7
-5.635258,0.081387,0.7,0.7
-5.368059,0.078771,0.7,0.7
-4.938317,0.112695,0.7,0.7
-4.420147,0.092178,0.7,0.7
-4.005951,0.099863,0.7,0.7
-3.344628,0.133521,0.7,0.7
-2.930655,0.128143,0.7,0.7
